n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,8,reset,unrolled,2,131072,1762735,1768081,13.448600769042969,13.489387512207031
64,8,reset,aligned-unrolled,2,131072,1783647,1788967,13.608146667480469,13.648735046386719
64,8,reset,openblas,2,131072,1725535,1731009,13.164787292480469,13.206550598144531
64,8,reset,onemkl,2,131072,2354289,2359926,17.961799621582031,18.004806518554688
64,8,reset,baseline,3,131072,1621043,1626838,12.367576599121094,12.411788940429688
64,8,reset,aligned,3,131072,1613829,1619738,12.312538146972656,12.357620239257812
64,8,reset,unrolled,3,131072,1736872,1742036,13.25128173828125,13.290679931640625
64,8,reset,aligned-unrolled,3,131072,1768594,1773825,13.493301391601562,13.533210754394531
64,8,reset,openblas,3,131072,1715356,1720870,13.087127685546875,13.129196166992188
64,8,reset,onemkl,3,131072,2338083,2343985,17.838157653808594,17.883186340332031
64,8,reset,baseline,4,131072,1631748,1637423,12.449249267578125,12.492546081542969
64,8,reset,aligned,4,131072,1627211,1632732,12.414634704589844,12.456756591796875
64,8,reset,unrolled,4,131072,1759423,1764623,13.423332214355469,13.463005065917969
64,8,reset,aligned-unrolled,4,131072,1783940,1789323,13.610382080078125,13.651451110839844
64,8,reset,openblas,4,131072,1739085,1744621,13.268165588378906,13.310401916503906
64,8,reset,onemkl,4,131072,2347123,2353102,17.907127380371094,17.952743530273438
64,8,reset,baseline,5,131072,1630669,1635886,12.441017150878906,12.480819702148438
64,8,reset,aligned,5,131072,1614073,1619240,12.314399719238281,12.35382080078125
64,8,reset,unrolled,5,131072,1749416,1754565,13.34698486328125,13.386268615722656
64,8,reset,aligned-unrolled,5,131072,1790218,1803259,13.658279418945312,13.757774353027344
64,8,reset,openblas,5,131072,1730215,1735515,13.200492858886719,13.240928649902344
64,8,reset,onemkl,5,131072,2344884,2350362,17.890045166015625,17.931838989257812
64,8,reset,baseline,6,131072,1612591,1617783,12.303092956542969,12.342704772949219
64,8,reset,aligned,6,131072,1603341,1608853,12.232521057128906,12.274574279785156
64,8,reset,unrolled,6,131072,1727420,1732779,13.179168701171875,13.220054626464844
64,8,reset,aligned-unrolled,6,131072,1762810,1768246,13.449172973632812,13.490646362304688
64,8,reset,openblas,6,131072,1705736,1710921,13.01373291015625,13.053291320800781
64,8,reset,onemkl,6,131072,2332806,2338429,17.797897338867188,17.840797424316406
64,8,reset,baseline,7,131072,1622547,1627964,12.379051208496094,12.420379638671875
64,8,reset,aligned,7,131072,1622610,1628040,12.379531860351562,12.42095947265625
64,8,reset,unrolled,7,131072,1741942,1747318,13.289962768554688,13.330978393554688
64,8,reset,aligned-unrolled,7,131072,1775855,1781145,13.548698425292969,13.589057922363281
64,8,reset,openblas,7,131072,1721783,1727257,13.136161804199219,13.177925109863281
64,8,reset,onemkl,7,131072,2325110,2330749,17.739181518554688,17.782203674316406
64,16,negate,baseline,1,131072,847052,852373,6.462493896484375,6.5030899047851562
64,16,negate,aligned,1,131072,850404,855697,6.488067626953125,6.5284500122070312
64,16,negate,unrolled,1,131072,856407,862104,6.5338668823242188,6.57733154296875
64,16,negate,aligned-unrolled,1,131072,923925,929415,7.0489883422851562,7.0908737182617188
64,16,negate,openblas,1,131072,1022184,1027747,7.79864501953125,7.8410873413085938
64,16,negate,onemkl,1,131072,1793195,1798847,13.680992126464844,13.724113464355469
64,16,negate,baseline,2,131072,847970,853328,6.4694976806640625,6.5103759765625
64,16,negate,aligned,2,131072,850948,856193,6.492218017578125,6.5322341918945312
64,16,negate,unrolled,2,131072,850968,856318,6.49237060546875,6.5331878662109375
64,16,negate,aligned-unrolled,2,131072,933944,939314,7.12542724609375,7.1663970947265625
64,16,negate,openblas,2,131072,1024489,1029934,7.8162307739257812,7.8577728271484375
64,16,negate,onemkl,2,131072,1797698,1803471,13.715347290039062,13.759391784667969
64,16,negate,baseline,3,131072,834099,839385,6.3636703491210938,6.4039993286132812
64,16,negate,aligned,3,131072,840512,845745,6.41259765625,6.4525222778320312
64,16,negate,unrolled,3,131072,842310,847742,6.4263153076171875,6.4677581787109375
64,16,negate,aligned-unrolled,3,131072,922492,927801,7.038055419921875,7.0785598754882812
64,16,negate,openblas,3,131072,1007357,1012959,7.6855239868164062,7.7282638549804688
64,16,negate,onemkl,3,131072,1763060,1768750,13.451080322265625,13.494491577148438
64,16,negate,baseline,4,131072,853627,859118,6.5126571655273438,6.5545501708984375
64,16,negate,aligned,4,131072,845911,851272,6.4537887573242188,6.49468994140625
64,16,negate,unrolled,4,131072,841480,846768,6.41998291015625,6.4603271484375
64,16,negate,aligned-unrolled,4,131072,919334,924873,7.0139617919921875,7.0562210083007812
64,16,negate,openblas,4,131072,1008490,1013764,7.6941680908203125,7.734405517578125
64,16,negate,onemkl,4,131072,1785498,1794039,13.622268676757812,13.687431335449219
64,16,negate,baseline,5,131072,852165,857440,6.5015029907226562,6.541748046875
64,16,negate,aligned,5,131072,855541,860894,6.5272598266601562,6.5680999755859375
64,16,negate,unrolled,5,131072,853333,858659,6.5104141235351562,6.5510482788085938
64,16,negate,aligned-unrolled,5,131072,942214,947574,7.1885223388671875,7.2294158935546875
64,16,negate,openblas,5,131072,1026287,1031664,7.8299484252929688,7.8709716796875
64,16,negate,onemkl,5,131072,1810925,1816647,13.816261291503906,13.859916687011719
