n,offset,alignment_bytes,mode,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,0,24,arithmetic,1,262144,5912394,5915680,22.553993225097656,22.5665283203125
64,0,24,arithmetic,2,262144,6021904,6027925,22.97174072265625,22.994709014892578
64,0,24,arithmetic,3,262144,6036195,6040545,23.026256561279297,23.042850494384766
64,0,24,arithmetic,4,262144,5970630,5973983,22.776145935058594,22.788936614990234
64,0,24,arithmetic,5,262144,6010362,6013826,22.927711486816406,22.94092559814453
64,0,24,arithmetic,6,262144,6010092,6014012,22.926681518554688,22.941635131835938
64,0,24,arithmetic,7,262144,6004597,6007960,22.905719757080078,22.918548583984375
64,0,24,reset,1,262144,7438813,7442849,28.376819610595703,28.392215728759766
64,0,24,reset,2,262144,7389292,7392938,28.187911987304688,28.201820373535156
64,0,24,reset,3,262144,7289888,7294095,27.8087158203125,27.824764251708984
64,0,24,reset,4,262144,7332071,7335682,27.96963119506836,27.98340606689453
64,0,24,reset,5,262144,7401041,7405524,28.232730865478516,28.249832153320313
64,0,24,reset,6,262144,7413588,7417242,28.280593872070313,28.294532775878906
64,0,24,reset,7,262144,7394915,7398928,28.209362030029297,28.22467041015625
64,1,0,arithmetic,1,262144,5600747,5605120,21.365154266357422,21.3818359375
64,1,0,arithmetic,2,262144,5465756,5469644,20.850204467773438,20.865036010742188
64,1,0,arithmetic,3,262144,5475482,5479613,20.887306213378906,20.903064727783203
64,1,0,arithmetic,4,262144,5477312,5481020,20.894287109375,20.908432006835938
64,1,0,arithmetic,5,262144,5471250,5474946,20.87116241455078,20.88526153564453
64,1,0,arithmetic,6,262144,5470643,5474571,20.868846893310547,20.883831024169922
64,1,0,arithmetic,7,262144,5471753,5475901,20.87308120727539,20.888904571533203
64,1,0,reset,1,262144,6408180,6412087,24.445266723632813,24.46017074584961
64,1,0,reset,2,262144,6504537,6508852,24.81283950805664,24.829299926757813
64,1,0,reset,3,262144,6506832,6510545,24.82159423828125,24.835758209228516
64,1,0,reset,4,262144,6506155,6510468,24.819011688232422,24.835464477539063
64,1,0,reset,5,262144,6491242,6495016,24.762123107910156,24.776519775390625
64,1,0,reset,6,262144,6502868,6506519,24.806472778320313,24.82040023803711
64,1,0,reset,7,262144,6469936,6474395,24.68084716796875,24.697856903076172
64,2,8,arithmetic,1,262144,6143840,6147205,23.4368896484375,23.449726104736328
64,2,8,arithmetic,2,262144,6045454,6049448,23.06157684326172,23.076812744140625
64,2,8,arithmetic,3,262144,6118609,6121993,23.340641021728516,23.35354995727539
64,2,8,arithmetic,4,262144,6162307,6165749,23.507335662841797,23.520465850830078
64,2,8,arithmetic,5,262144,6151839,6156841,23.467403411865234,23.48648452758789
64,2,8,arithmetic,6,262144,6112910,6116331,23.31890106201172,23.331951141357422
64,2,8,arithmetic,7,262144,6059235,6062791,23.114147186279297,23.12771224975586
64,2,8,reset,1,262144,7466815,7470361,28.483638763427734,28.49716567993164
64,2,8,reset,2,262144,7466950,7471279,28.484153747558594,28.500667572021484
64,2,8,reset,3,262144,7583646,7587215,28.92931365966797,28.942928314208984
64,2,8,reset,4,262144,7477673,7482622,28.52505874633789,28.54393768310547
64,2,8,reset,5,262144,7617715,7621357,29.059276580810547,29.073169708251953
64,2,8,reset,6,262144,7560079,7563901,28.839412689208984,28.853992462158203
64,2,8,reset,7,262144,7541656,7546218,28.769134521484375,28.786537170410156
64,3,16,arithmetic,1,262144,6146624,6150365,23.447509765625,23.461780548095703
64,3,16,arithmetic,2,262144,6073769,6077980,23.16958999633789,23.185653686523438
64,3,16,arithmetic,3,262144,6248913,6252486,23.837711334228516,23.851341247558594
64,3,16,arithmetic,4,262144,6257434,6261655,23.870216369628906,23.88631820678711
64,3,16,arithmetic,5,262144,6181147,6184519,23.579204559326172,23.59206771850586
64,3,16,arithmetic,6,262144,6268889,6282180,23.91391372680664,23.964614868164063
64,3,16,arithmetic,7,262144,6156438,6160332,23.484947204589844,23.499801635742188
64,3,16,reset,1,262144,7596467,7600265,28.978221893310547,28.99271011352539
64,3,16,reset,2,262144,7556250,7559984,28.824806213378906,28.83905029296875
64,3,16,reset,3,262144,7577568,7581387,28.9061279296875,28.920696258544922
64,3,16,reset,4,262144,7497972,7502638,28.602493286132813,28.62029266357422
64,3,16,reset,5,262144,7506675,7514520,28.635692596435547,28.665618896484375
64,3,16,reset,6,262144,7527425,7531806,28.714847564697266,28.73155975341797
64,3,16,reset,7,262144,7509242,7512902,28.645484924316406,28.659446716308594
256,0,0,arithmetic,1,65536,1776115,1780860,27.101364135742188,27.17376708984375
256,0,0,arithmetic,2,65536,1819131,1822673,27.757736206054688,27.811782836914063
256,0,0,arithmetic,3,65536,1829424,1833008,27.914794921875,27.969482421875
256,0,0,arithmetic,4,65536,1818638,1822187,27.750213623046875,27.804367065429688
256,0,0,arithmetic,5,65536,1933949,1937447,29.509719848632813,29.563095092773438
256,0,0,arithmetic,6,65536,1812969,1816529,27.663711547851563,27.718032836914063
256,0,0,arithmetic,7,65536,1813734,1817335,27.675384521484375,27.730331420898438
256,0,0,reset,1,65536,2507399,2511092,38.25987243652344,38.31622314453125
256,0,0,reset,2,65536,2566756,2570541,39.16558837890625,39.22334289550781
256,0,0,reset,3,65536,2533575,2537255,38.65928649902344,38.71543884277344
256,0,0,reset,4,65536,2517215,2520938,38.40965270996094,38.466461181640625
256,0,0,reset,5,65536,2539740,2543609,38.75335693359375,38.81239318847656
256,0,0,reset,6,65536,2623472,2628253,40.031005859375,40.10395812988281
