n,offset,alignment_bytes,mode,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,0,24,arithmetic,1,262144,6576151,6580505,25.08602523803711,25.10263442993164
64,0,24,arithmetic,2,262144,6627655,6632400,25.28249740600586,25.30059814453125
64,0,24,arithmetic,3,262144,6455641,6462071,24.62631607055664,24.65084457397461
64,0,24,arithmetic,4,262144,6404922,6409126,24.432838439941406,24.448875427246094
64,0,24,arithmetic,5,262144,6315417,6318984,24.09140396118164,24.105010986328125
64,0,24,arithmetic,6,262144,6503743,6508492,24.809810638427734,24.827926635742188
64,0,24,arithmetic,7,262144,6373341,6376944,24.312366485595703,24.32611083984375
64,0,24,reset,1,262144,7723447,7728176,29.46261215209961,29.48065185546875
64,0,24,reset,2,262144,7590054,7601590,28.953758239746094,28.997764587402344
64,0,24,reset,3,262144,7698690,7702900,29.36817169189453,29.384231567382813
64,0,24,reset,4,262144,7569360,7573077,28.87481689453125,28.888996124267578
64,0,24,reset,5,262144,7596676,7601135,28.979019165039063,28.996028900146484
64,0,24,reset,6,262144,7594253,7598254,28.969776153564453,28.98503875732422
64,0,24,reset,7,262144,7663162,7667388,29.232643127441406,29.248764038085938
64,1,0,arithmetic,1,262144,5615626,5619804,21.421913146972656,21.437850952148438
64,1,0,arithmetic,2,262144,5600152,5611955,21.362884521484375,21.407909393310547
64,1,0,arithmetic,3,262144,5566525,5571095,21.234607696533203,21.25204086303711
64,1,0,arithmetic,4,262144,5607806,5611466,21.39208221435547,21.406044006347656
64,1,0,arithmetic,5,262144,5476272,5480489,20.89031982421875,20.90640640258789
64,1,0,arithmetic,6,262144,5625139,5629715,21.458202362060547,21.475658416748047
64,1,0,arithmetic,7,262144,5520178,5524012,21.05780792236328,21.072433471679688
64,1,0,reset,1,262144,7044535,7049166,26.87276840209961,26.89043426513672
64,1,0,reset,2,262144,7152278,7161583,27.283775329589844,27.319271087646484
64,1,0,reset,3,262144,6978851,6982867,26.622203826904297,26.637523651123047
64,1,0,reset,4,262144,7104730,7109064,27.102394104003906,27.118927001953125
64,1,0,reset,5,262144,6933352,6936948,26.448638916015625,26.462356567382813
64,1,0,reset,6,262144,7137697,7141776,27.228153228759766,27.24371337890625
64,1,0,reset,7,262144,7092864,7096491,27.05712890625,27.070964813232422
64,2,8,arithmetic,1,262144,6284566,6298309,23.973716735839844,24.026142120361328
64,2,8,arithmetic,2,262144,6267855,6271465,23.909969329833984,23.92374038696289
64,2,8,arithmetic,3,262144,6306867,6310628,24.058788299560547,24.073135375976563
