n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
96,0,powers-two,aligned-unrolled,5,87360,516330,521705,5.9103708791208796,5.9718978937728942
96,0,powers-two,openblas,5,87360,766195,771661,8.7705471611721606,8.8331158424908427
96,0,powers-two,onemkl,5,87360,1118165,1123670,12.799507783882785,12.862522893772894
96,0,reset,baseline,1,87360,1050428,1055883,12.024130036630037,12.086572802197802
96,0,reset,aligned,1,87360,994438,999820,11.383218864468864,11.444826007326007
96,0,reset,unrolled,1,87360,893628,898998,10.229258241758242,10.290728021978023
96,0,reset,aligned-unrolled,1,87360,963501,968892,11.029086538461538,11.090796703296704
96,0,reset,openblas,1,87360,1257237,1263075,14.391449175824176,14.458276098901099
96,0,reset,onemkl,1,87360,1606795,1612433,18.392799908424909,18.457337454212453
96,0,reset,baseline,2,87360,1054922,1060475,12.075572344322344,12.139136904761905
96,0,reset,aligned,2,87360,1007478,1013058,11.532486263736264,11.596359890109889
96,0,reset,unrolled,2,87360,898675,904002,10.287030677655677,10.348008241758242
96,0,reset,aligned-unrolled,2,87360,965903,971282,11.056581959706961,11.118154761904762
96,0,reset,openblas,2,87360,1232709,1238566,14.110679945054946,14.177724358974359
96,0,reset,onemkl,2,87360,1596197,1601955,18.271485805860806,18.337396978021978
96,0,reset,baseline,3,87360,1071592,1077122,12.266391941391941,12.329693223443224
96,0,reset,aligned,3,87360,1013935,1019353,11.60639880952381,11.668418040293041
96,0,reset,unrolled,3,87360,903843,909309,10.346188186813187,10.408756868131869
96,0,reset,aligned-unrolled,3,87360,974633,980041,11.156513278388278,11.21841804029304
96,0,reset,openblas,3,87360,1250370,1256059,14.312843406593407,14.377964743589743
96,0,reset,onemkl,3,87360,1588906,1594568,18.188026556776556,18.252838827838829
96,0,reset,baseline,4,87360,1065729,1071289,12.199278846153845,12.262923534798535
96,0,reset,aligned,4,87360,1003144,1008789,11.482875457875458,11.547493131868132
96,0,reset,unrolled,4,87360,907815,913270,10.391655219780219,10.454097985347985
96,0,reset,aligned-unrolled,4,87360,967965,973596,11.08018543956044,11.144642857142857
96,0,reset,openblas,4,87360,1247355,1253169,14.278331043956044,14.344883241758241
96,0,reset,onemkl,4,87360,1601742,1607560,18.334958791208791,18.401556776556777
96,0,reset,baseline,5,87360,1076492,1082375,12.322481684981685,12.389823717948717
96,0,reset,aligned,5,87360,1020495,1026175,11.681490384615385,11.746508699633699
96,0,reset,unrolled,5,87360,906208,911863,10.373260073260074,10.437992216117216
