n,offset,alignment_bytes,mode,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,0,24,arithmetic,1,262144,6321412,6346514,24.114273071289063,24.21002960205078
64,0,24,arithmetic,2,262144,6301116,6305625,24.036849975585938,24.05405044555664
64,0,24,arithmetic,3,262144,6301042,6304516,24.03656768798828,24.049819946289063
64,0,24,arithmetic,4,262144,6334253,6338008,24.163257598876953,24.177581787109375
64,0,24,arithmetic,5,262144,6152320,6156668,23.46923828125,23.485824584960938
64,0,24,arithmetic,6,262144,6274104,6277601,23.933807373046875,23.947147369384766
64,0,24,arithmetic,7,262144,6152714,6156425,23.470741271972656,23.48489761352539
64,0,24,reset,1,262144,7716248,7729163,29.435150146484375,29.484416961669922
64,0,24,reset,2,262144,7445739,7450059,28.403240203857422,28.419719696044922
64,0,24,reset,3,262144,7585223,7588876,28.93532943725586,28.949264526367188
64,0,24,reset,4,262144,7636853,7641827,29.132282257080078,29.151256561279297
64,0,24,reset,5,262144,7538370,7542129,28.75659942626953,28.770938873291016
64,0,24,reset,6,262144,7396710,7401108,28.216209411621094,28.232986450195313
64,0,24,reset,7,262144,7556142,7560667,28.82439422607422,28.841655731201172
64,1,0,arithmetic,1,262144,5463594,5467175,20.841957092285156,20.85561752319336
64,1,0,arithmetic,2,262144,5351925,5355965,20.415973663330078,20.431385040283203
64,1,0,arithmetic,3,262144,5451480,5456261,20.795745849609375,20.813983917236328
64,1,0,arithmetic,4,262144,5477687,5481396,20.89571762084961,20.909866333007813
64,1,0,arithmetic,5,262144,5486279,5490545,20.92849349975586,20.944766998291016
64,1,0,arithmetic,6,262144,5384068,5387589,20.538589477539063,20.552021026611328
64,1,0,arithmetic,7,262144,5363755,5367262,20.461101531982422,20.47447967529297
64,1,0,reset,1,262144,6403819,6407852,24.428630828857422,24.444015502929688
64,1,0,reset,2,262144,6415968,6419576,24.4749755859375,24.488739013671875
64,1,0,reset,3,262144,6456723,6461371,24.630443572998047,24.648174285888672
64,1,0,reset,4,262144,6489637,6493469,24.756000518798828,24.770618438720703
64,1,0,reset,5,262144,6465112,6468827,24.662445068359375,24.676616668701172
64,1,0,reset,6,262144,6545966,6550902,24.97087860107422,24.989707946777344
64,1,0,reset,7,262144,6487122,6490866,24.74640655517578,24.76068878173828
64,2,8,arithmetic,1,262144,6007391,6011233,22.916378021240234,22.931034088134766
64,2,8,arithmetic,2,262144,5972145,5975387,22.781925201416016,22.794292449951172
64,2,8,arithmetic,3,262144,6095991,6099561,23.25436019897461,23.26797866821289
64,2,8,arithmetic,4,262144,6137790,6142000,23.41381072998047,23.42987060546875
64,2,8,arithmetic,5,262144,6157356,6160895,23.488449096679688,23.501949310302734
64,2,8,arithmetic,6,262144,6157794,6161606,23.49011993408203,23.504661560058594
64,2,8,arithmetic,7,262144,6165348,6170020,23.518936157226563,23.536758422851563
64,2,8,reset,1,262144,7661308,7669940,29.225570678710938,29.258499145507813
64,2,8,reset,2,262144,7526925,7530533,28.712940216064453,28.726703643798828
64,2,8,reset,3,262144,7475167,7479462,28.515499114990234,28.531883239746094
64,2,8,reset,4,262144,7471419,7477451,28.501201629638672,28.524211883544922
64,2,8,reset,5,262144,7608250,7612095,29.023170471191406,29.037837982177734
64,2,8,reset,6,262144,7577200,7581422,28.90472412109375,28.92082977294922
64,2,8,reset,7,262144,7577630,7581413,28.90636444091797,28.920795440673828
64,3,16,arithmetic,1,262144,6151016,6155627,23.464263916015625,23.481853485107422
64,3,16,arithmetic,2,262144,6104608,6108222,23.2872314453125,23.30101776123047
64,3,16,arithmetic,3,262144,6151268,6155580,23.465225219726563,23.481674194335938
64,3,16,arithmetic,4,262144,6249791,6267126,23.841060638427734,23.907188415527344
64,3,16,arithmetic,5,262144,6309909,6313517,24.070392608642578,24.084156036376953
64,3,16,arithmetic,6,262144,6220261,6224746,23.728412628173828,23.745521545410156
64,3,16,arithmetic,7,262144,6162691,6166156,23.508800506591797,23.522018432617188
64,3,16,reset,1,262144,7488513,7493311,28.566410064697266,28.584712982177734
64,3,16,reset,2,262144,7483706,7487484,28.548072814941406,28.562484741210938
64,3,16,reset,3,262144,7572995,7577380,28.888683319091797,28.905410766601563
64,3,16,reset,4,262144,7715652,7719309,29.432876586914063,29.446826934814453
64,3,16,reset,5,262144,7594231,7598663,28.96969223022461,28.98659896850586
64,3,16,reset,6,262144,7617681,7621327,29.059146881103516,29.073055267333984
64,3,16,reset,7,262144,7566174,7570202,28.86266326904297,28.878028869628906
256,0,0,arithmetic,1,65536,1904289,1907918,29.057144165039063,29.112518310546875
256,0,0,arithmetic,2,65536,1790313,1793996,27.318008422851563,27.37420654296875
256,0,0,arithmetic,3,65536,1795642,1799242,27.399322509765625,27.454254150390625
256,0,0,arithmetic,4,65536,1872249,1876003,28.568252563476563,28.625534057617188
256,0,0,arithmetic,5,65536,1847278,1851843,28.187225341796875,28.256881713867188
256,0,0,arithmetic,6,65536,1827154,1831534,27.880157470703125,27.946990966796875
256,0,0,arithmetic,7,65536,1868831,1872967,28.516098022460938,28.579208374023438
256,0,0,reset,1,65536,2572957,2576685,39.26020812988281,39.31709289550781
256,0,0,reset,2,65536,2573356,2577426,39.26629638671875,39.328399658203125
256,0,0,reset,3,65536,2576776,2580885,39.3184814453125,39.38117980957031
256,0,0,reset,4,65536,2579664,2583723,39.362548828125,39.42448425292969
256,0,0,reset,5,65536,2533602,2537343,38.659698486328125,38.71678161621094
256,0,0,reset,6,65536,2531979,2535744,38.63493347167969,38.6923828125
256,0,0,reset,7,65536,2533548,2537314,38.65887451171875,38.716339111328125
256,1,8,arithmetic,1,65536,1914673,1919367,29.215591430664063,29.287216186523438
256,1,8,arithmetic,2,65536,1913068,1916893,29.19110107421875,29.249465942382813
256,1,8,arithmetic,3,65536,1910589,1914345,29.153274536132813,29.210586547851563
256,1,8,arithmetic,4,65536,1885693,1889366,28.773391723632813,28.829437255859375
256,1,8,arithmetic,5,65536,1862050,1865744,28.412628173828125,28.468994140625
256,1,8,arithmetic,6,65536,1868756,1872426,28.51495361328125,28.570953369140625
256,1,8,arithmetic,7,65536,1896005,1899838,28.930740356445313,28.989227294921875
256,1,8,reset,1,65536,2763260,2767013,42.16400146484375,42.22126770019531
256,1,8,reset,2,65536,2587100,2590787,39.47601318359375,39.53227233886719
256,1,8,reset,3,65536,2611137,2615086,39.84278869628906,39.903045654296875
256,1,8,reset,4,65536,2647301,2652047,40.39460754394531,40.46702575683594
256,1,8,reset,5,65536,2640282,2644147,40.287506103515625,40.34648132324219
256,1,8,reset,6,65536,2646045,2650202,40.37544250488281,40.438873291015625
256,1,8,reset,7,65536,2643082,2646878,40.330230712890625,40.388153076171875
256,2,16,arithmetic,1,65536,1861542,1865389,28.404876708984375,28.463577270507813
