n,offset,alignment_bytes,mode,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,0,24,arithmetic,1,262144,6311498,6315108,24.076454162597656,24.090225219726563
64,0,24,arithmetic,2,262144,6421329,6425847,24.495426177978516,24.51266098022461
64,0,24,arithmetic,3,262144,6366023,6369727,24.28445053100586,24.298580169677734
64,0,24,arithmetic,4,262144,6319629,6323531,24.107471466064453,24.122356414794922
64,0,24,arithmetic,5,262144,6306545,6311009,24.057559967041016,24.074588775634766
64,0,24,arithmetic,6,262144,6308185,6311725,24.06381607055664,24.077320098876953
64,0,24,arithmetic,7,262144,6299800,6303855,24.031829833984375,24.047298431396484
64,0,24,reset,1,262144,7605253,7608937,29.011737823486328,29.02579116821289
64,0,24,reset,2,262144,7740972,7745115,29.529464721679688,29.545269012451172
64,0,24,reset,3,262144,7735764,7739438,29.509597778320313,29.52361297607422
64,0,24,reset,4,262144,7618807,7623296,29.06344223022461,29.08056640625
64,0,24,reset,5,262144,7598747,7602443,28.986919403076172,29.001018524169922
64,0,24,reset,6,262144,7625087,7628776,29.087398529052734,29.101470947265625
64,0,24,reset,7,262144,7609572,7613621,29.028213500976563,29.043659210205078
64,1,0,arithmetic,1,262144,5493492,5497492,20.956008911132813,20.971267700195313
64,1,0,arithmetic,2,262144,5582642,5587863,21.29608917236328,21.31600570678711
64,1,0,arithmetic,3,262144,5469210,5472691,20.863380432128906,20.876659393310547
64,1,0,arithmetic,4,262144,5490359,5494157,20.94405746459961,20.958545684814453
64,1,0,arithmetic,5,262144,5499552,5503596,20.9791259765625,20.994552612304688
64,1,0,arithmetic,6,262144,5616137,5619889,21.42386245727539,21.438175201416016
64,1,0,arithmetic,7,262144,5482110,5485891,20.91259002685547,20.927013397216797
64,1,0,reset,1,262144,6496720,6500501,24.78302001953125,24.797443389892578
64,1,0,reset,2,262144,6655624,6668615,25.389190673828125,25.43874740600586
64,1,0,reset,3,262144,6508997,6513636,24.829853057861328,24.847549438476563
64,1,0,reset,4,262144,6607596,6611298,25.205978393554688,25.22010040283203
64,1,0,reset,5,262144,6517173,6521353,24.861042022705078,24.87698745727539
64,1,0,reset,6,262144,6524338,6528637,24.88837432861328,24.904773712158203
64,1,0,reset,7,262144,6621961,6625865,25.26077651977539,25.27566909790039
64,2,8,arithmetic,1,262144,6227148,6231178,23.754684448242188,23.770057678222656
64,2,8,arithmetic,2,262144,6271565,6282661,23.924121856689453,23.966449737548828
64,2,8,arithmetic,3,262144,6162143,6166133,23.506710052490234,23.521930694580078
64,2,8,arithmetic,4,262144,6163917,6167838,23.513477325439453,23.52843475341797
64,2,8,arithmetic,5,262144,6175134,6178779,23.55626678466797,23.570171356201172
64,2,8,arithmetic,6,262144,6149641,6154175,23.45901870727539,23.476314544677734
64,2,8,arithmetic,7,262144,6132883,6136328,23.395092010498047,23.408233642578125
64,2,8,reset,1,262144,7664996,7670559,29.239639282226563,29.260860443115234
64,2,8,reset,2,262144,7647347,7653888,29.172313690185547,29.197265625
64,2,8,reset,3,262144,7652630,7657105,29.192466735839844,29.209537506103516
64,2,8,reset,4,262144,7645174,7648796,29.164024353027344,29.177841186523438
64,2,8,reset,5,262144,7646839,7651320,29.17037582397461,29.187469482421875
64,2,8,reset,6,262144,7456412,7460065,28.443954467773438,28.457889556884766
64,2,8,reset,7,262144,7574549,7578964,28.894611358642578,28.911453247070313
64,3,16,arithmetic,1,262144,6149271,6181242,23.45760726928711,23.579566955566406
64,3,16,arithmetic,2,262144,6151924,6156293,23.467727661132813,23.484394073486328
64,3,16,arithmetic,3,262144,6089726,6093421,23.23046112060547,23.244556427001953
64,3,16,arithmetic,4,262144,6181688,6185389,23.581268310546875,23.595386505126953
64,3,16,arithmetic,5,262144,6191135,6195750,23.617305755615234,23.634910583496094
64,3,16,arithmetic,6,262144,6171590,6175249,23.542747497558594,23.556705474853516
64,3,16,arithmetic,7,262144,6218495,6222146,23.721675872802734,23.73560333251953
64,3,16,reset,1,262144,7772902,7776596,29.651268005371094,29.665359497070313
64,3,16,reset,2,262144,7462293,7466413,28.466388702392578,28.482105255126953
64,3,16,reset,3,262144,7480693,7484696,28.536579132080078,28.551849365234375
64,3,16,reset,4,262144,7644564,7648741,29.161697387695313,29.177631378173828
64,3,16,reset,5,262144,7785373,7790298,29.698841094970703,29.717628479003906
64,3,16,reset,6,262144,7790922,7795119,29.720008850097656,29.736019134521484
64,3,16,reset,7,262144,7565242,7569389,28.859107971191406,28.874927520751953
256,0,0,arithmetic,1,65536,1783177,1786868,27.209121704101563,27.26544189453125
256,0,0,arithmetic,2,65536,1839346,1843200,28.066192626953125,28.125
256,0,0,arithmetic,3,65536,1887918,1898987,28.807342529296875,28.976242065429688
256,0,0,arithmetic,4,65536,1863886,1868529,28.440643310546875,28.511489868164063
256,0,0,arithmetic,5,65536,1848801,1852445,28.210464477539063,28.266067504882813
256,0,0,arithmetic,6,65536,1831035,1834609,27.939376831054688,27.993911743164063
