n,offset,alignment_bytes,mode,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,0,24,arithmetic,1,262144,5969518,5984430,22.77190399169922,22.82878875732422
64,0,24,arithmetic,2,262144,5958581,5962057,22.730182647705078,22.74344253540039
64,0,24,arithmetic,3,262144,6043752,6047465,23.055084228515625,23.06924819946289
64,0,24,arithmetic,4,262144,5848487,5852516,22.31020736694336,22.325576782226563
64,0,24,arithmetic,5,262144,6021309,6024622,22.969470977783203,22.98210906982422
64,0,24,arithmetic,6,262144,5858807,5862317,22.34957504272461,22.362964630126953
64,0,24,arithmetic,7,262144,5972214,5976052,22.782188415527344,22.796829223632813
64,0,24,reset,1,262144,7023972,7027778,26.794326782226563,26.80884552001953
64,0,24,reset,2,262144,7047773,7051900,26.885120391845703,26.900863647460938
64,0,24,reset,3,262144,7207802,7211675,27.495582580566406,27.510356903076172
64,0,24,reset,4,262144,7050850,7055401,26.89685821533203,26.91421890258789
64,0,24,reset,5,262144,7172428,7176213,27.360641479492188,27.375080108642578
64,0,24,reset,6,262144,7029591,7034195,26.81576156616211,26.833324432373047
64,0,24,reset,7,262144,6979310,6982898,26.62395477294922,26.63764190673828
64,1,0,arithmetic,1,262144,5148413,5151783,19.639636993408203,19.65249252319336
64,1,0,arithmetic,2,262144,5097004,5115179,19.443527221679688,19.512859344482422
64,1,0,arithmetic,3,262144,5127608,5131203,19.560272216796875,19.573986053466797
64,1,0,arithmetic,4,262144,5181666,5192536,19.76648712158203,19.807952880859375
64,1,0,arithmetic,5,262144,5050210,5053597,19.26502227783203,19.277942657470703
64,1,0,arithmetic,6,262144,5041143,5045665,19.23043441772461,19.247684478759766
64,1,0,arithmetic,7,262144,5210424,5213779,19.876190185546875,19.888988494873047
64,1,0,reset,1,262144,6059318,6064207,23.114463806152344,23.133113861083984
64,1,0,reset,2,262144,6007818,6011236,22.918006896972656,22.931045532226563
64,1,0,reset,3,262144,6095691,6099425,23.253215789794922,23.267459869384766
64,1,0,reset,4,262144,6102518,6107197,23.279258728027344,23.297107696533203
64,1,0,reset,5,262144,6036805,6040275,23.028583526611328,23.041820526123047
64,1,0,reset,6,262144,6135694,6139444,23.40581512451172,23.420120239257813
64,1,0,reset,7,262144,6121921,6126685,23.353275299072266,23.371448516845703
64,2,8,arithmetic,1,262144,5846621,5849920,22.303089141845703,22.315673828125
64,2,8,arithmetic,2,262144,5818789,5822231,22.196918487548828,22.21004867553711
64,2,8,arithmetic,3,262144,5839013,5842775,22.274066925048828,22.28841781616211
64,2,8,arithmetic,4,262144,5811297,5814583,22.168338775634766,22.18087387084961
64,2,8,arithmetic,5,262144,5980150,5984617,22.812461853027344,22.82950210571289
64,2,8,arithmetic,6,262144,5807155,5818347,22.152538299560547,22.195232391357422
64,2,8,arithmetic,7,262144,5681924,5685226,21.674819946289063,21.687416076660156
64,2,8,reset,1,262144,7228167,7231702,27.57326889038086,27.586753845214844
64,2,8,reset,2,262144,7212714,7216364,27.514320373535156,27.528244018554688
64,2,8,reset,3,262144,7154298,7158712,27.291481018066406,27.308319091796875
64,2,8,reset,4,262144,7267732,7271200,27.724197387695313,27.7374267578125
64,2,8,reset,5,262144,7177690,7181708,27.380714416503906,27.396041870117188
64,2,8,reset,6,262144,7173718,7177082,27.365562438964844,27.378395080566406
64,2,8,reset,7,262144,7072849,7077162,26.980777740478516,26.997230529785156
64,3,16,arithmetic,1,262144,5882476,5885768,22.439865112304688,22.452423095703125
64,3,16,arithmetic,2,262144,5983763,5987213,22.826244354248047,22.839405059814453
64,3,16,arithmetic,3,262144,5913130,5917505,22.556800842285156,22.573490142822266
64,3,16,arithmetic,4,262144,5996043,5999393,22.873088836669922,22.885868072509766
64,3,16,arithmetic,5,262144,5831726,5835576,22.24626922607422,22.260955810546875
64,3,16,arithmetic,6,262144,5871464,5887940,22.397857666015625,22.460708618164063
64,3,16,arithmetic,7,262144,5930209,5933536,22.621952056884766,22.6346435546875
64,3,16,reset,1,262144,7082009,7103215,27.01572036743164,27.096614837646484
64,3,16,reset,2,262144,7175731,7179586,27.373241424560547,27.38794708251953
64,3,16,reset,3,262144,7142037,7145964,27.244709014892578,27.259689331054688
64,3,16,reset,4,262144,7053660,7057052,26.907577514648438,26.920516967773438
64,3,16,reset,5,262144,6948869,6960967,26.507831573486328,26.55398178100586
64,3,16,reset,6,262144,6917729,6921524,26.389041900634766,26.403518676757813
64,3,16,reset,7,262144,6902862,6906367,26.33232879638672,26.345699310302734
256,0,0,arithmetic,1,65536,1688987,1692347,25.771896362304688,25.823165893554688
256,0,0,arithmetic,2,65536,1716795,1720145,26.196212768554688,26.247329711914063
256,0,0,arithmetic,3,65536,1684830,1688150,25.708465576171875,25.759124755859375
256,0,0,arithmetic,4,65536,1816545,1819805,27.718276977539063,27.768020629882813
256,0,0,arithmetic,5,65536,1678467,1681750,25.611373901367188,25.661468505859375
256,0,0,arithmetic,6,65536,1716400,1720267,26.190185546875,26.249191284179688
256,0,0,arithmetic,7,65536,1682162,1685521,25.667755126953125,25.719009399414063
256,0,0,reset,1,65536,2329983,2333325,35.55271911621094,35.60371398925781
256,0,0,reset,2,65536,2480062,2483510,37.842742919921875,37.895355224609375
256,0,0,reset,3,65536,2431089,2434622,37.09547424316406,37.149383544921875
256,0,0,reset,4,65536,2396509,2399981,36.56782531738281,36.62080383300781
256,0,0,reset,5,65536,2472278,2476848,37.723968505859375,37.793701171875
256,0,0,reset,6,65536,2432498,2436356,37.116973876953125,37.17584228515625
256,0,0,reset,7,65536,2390653,2394131,36.47846984863281,36.53153991699219
256,1,8,arithmetic,1,65536,1755045,1761586,26.779861450195313,26.879669189453125
256,1,8,arithmetic,2,65536,1754586,1758010,26.772857666015625,26.825103759765625
256,1,8,arithmetic,3,65536,1758523,1762145,26.832931518554688,26.888198852539063
256,1,8,arithmetic,4,65536,1760562,1765227,26.864044189453125,26.935226440429688
256,1,8,arithmetic,5,65536,1760799,1764392,26.867660522460938,26.9224853515625
256,1,8,arithmetic,6,65536,1763084,1766567,26.90252685546875,26.955673217773438
256,1,8,arithmetic,7,65536,1826116,1829588,27.86431884765625,27.91729736328125
256,1,8,reset,1,65536,2493423,2497561,38.04661560058594,38.10975646972656
256,1,8,reset,2,65536,2498807,2502483,38.12876892089844,38.18486022949219
256,1,8,reset,3,65536,2499368,2502839,38.1373291015625,38.19029235839844
256,1,8,reset,4,65536,2486435,2489910,37.93998718261719,37.993011474609375
256,1,8,reset,5,65536,2618178,2621671,39.950225830078125,40.00352478027344
256,1,8,reset,6,65536,2478748,2482231,37.82269287109375,37.87583923339844
256,1,8,reset,7,65536,2448726,2452196,37.364593505859375,37.41754150390625
256,2,16,arithmetic,1,65536,1740959,1744313,26.564926147460938,26.616104125976563
256,2,16,arithmetic,2,65536,1770338,1773769,27.013214111328125,27.065567016601563
256,2,16,arithmetic,3,65536,1746658,1750030,26.651885986328125,26.703338623046875
256,2,16,arithmetic,4,65536,1753256,1756610,26.7525634765625,26.803741455078125
256,2,16,arithmetic,5,65536,1738718,1742074,26.530731201171875,26.581939697265625
256,2,16,arithmetic,6,65536,1738614,1742025,26.529144287109375,26.581192016601563
