n,offset,alignment_bytes,mode,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,0,24,arithmetic,1,262144,6072937,6076444,23.16641616821289,23.179794311523438
64,0,24,arithmetic,2,262144,6066806,6070927,23.143028259277344,23.158748626708984
64,0,24,arithmetic,3,262144,6092059,6095259,23.239360809326172,23.251567840576172
64,0,24,arithmetic,4,262144,6048570,6052596,23.073463439941406,23.088821411132813
64,0,24,arithmetic,5,262144,6029831,6033269,23.00197982788086,23.015094757080078
64,0,24,arithmetic,6,262144,6233594,6327199,23.779273986816406,24.136348724365234
64,0,24,arithmetic,7,262144,6290564,6295176,23.996597290039063,24.014190673828125
64,0,24,reset,1,262144,7459728,7463481,28.45660400390625,28.47092056274414
64,0,24,reset,2,262144,7370139,7374121,28.114849090576172,28.13003921508789
64,0,24,reset,3,262144,7452986,7456461,28.430885314941406,28.444141387939453
64,0,24,reset,4,262144,7378360,7381977,28.146209716796875,28.16000747680664
64,0,24,reset,5,262144,7358238,7366197,28.06945037841797,28.099811553955078
64,0,24,reset,6,262144,7328887,7333218,27.95748519897461,27.97400665283203
64,0,24,reset,7,262144,7473670,7477001,28.509788513183594,28.52249526977539
64,1,0,arithmetic,1,262144,5446909,5450332,20.778308868408203,20.791366577148438
64,1,0,arithmetic,2,262144,5346087,5350576,20.39370346069336,20.41082763671875
64,1,0,arithmetic,3,262144,5219147,5222593,19.909465789794922,19.922611236572266
64,1,0,arithmetic,4,262144,5208093,5211350,19.867298126220703,19.879722595214844
64,1,0,arithmetic,5,262144,5250054,5254389,20.027366638183594,20.043903350830078
64,1,0,arithmetic,6,262144,5214693,5231874,19.892475128173828,19.95801544189453
64,1,0,arithmetic,7,262144,5181563,5184945,19.766094207763672,19.778995513916016
64,1,0,reset,1,262144,6153190,6157986,23.472557067871094,23.49085235595703
64,1,0,reset,2,262144,6124062,6127621,23.36144256591797,23.375019073486328
64,1,0,reset,3,262144,6173587,6177155,23.550365447998047,23.563976287841797
64,1,0,reset,4,262144,6263874,6268639,23.89478302001953,23.912960052490234
64,1,0,reset,5,262144,6391462,6394879,24.381492614746094,24.394527435302734
64,1,0,reset,6,262144,6275790,6279918,23.94023895263672,23.95598602294922
64,1,0,reset,7,262144,6242193,6245983,23.812076568603516,23.826534271240234
64,2,8,arithmetic,1,262144,5908944,5912224,22.54083251953125,22.5533447265625
64,2,8,arithmetic,2,262144,5958349,5962833,22.729297637939453,22.746402740478516
64,2,8,arithmetic,3,262144,5947330,5950693,22.68726348876953,22.700092315673828
64,2,8,arithmetic,4,262144,5992247,5995876,22.85860824584961,22.872451782226563
64,2,8,arithmetic,5,262144,5971985,5975931,22.781314849853516,22.796367645263672
64,2,8,arithmetic,6,262144,6032141,6035250,23.010791778564453,23.02265167236328
64,2,8,arithmetic,7,262144,5916633,5920871,22.57016372680664,22.58633041381836
64,2,8,reset,1,262144,7506560,7509985,28.63525390625,28.648319244384766
64,2,8,reset,2,262144,7375807,7380391,28.136470794677734,28.15395736694336
64,2,8,reset,3,262144,7573685,7577039,28.891315460205078,28.904109954833984
64,2,8,reset,4,262144,7337377,7341670,27.989871978759766,28.006248474121094
64,2,8,reset,5,262144,7430261,7433814,28.344196319580078,28.357749938964844
64,2,8,reset,6,262144,7385792,7405583,28.174560546875,28.250057220458984
64,2,8,reset,7,262144,7551100,7554440,28.805160522460938,28.817901611328125
64,3,16,arithmetic,1,262144,6165651,6169704,23.520092010498047,23.535552978515625
64,3,16,arithmetic,2,262144,6176172,6179722,23.560226440429688,23.573768615722656
64,3,16,arithmetic,3,262144,6308637,6311959,24.065540313720703,24.07821273803711
64,3,16,arithmetic,4,262144,6164381,6168727,23.515247344970703,23.53182601928711
64,3,16,arithmetic,5,262144,6133904,6137181,23.39898681640625,23.411487579345703
64,3,16,arithmetic,6,262144,6214150,6217569,23.705101013183594,23.718143463134766
64,3,16,arithmetic,7,262144,6128973,6133215,23.380176544189453,23.396358489990234
64,3,16,reset,1,262144,7398653,7402604,28.223621368408203,28.238693237304688
64,3,16,reset,2,262144,7513841,7517342,28.663028717041016,28.67638397216797
64,3,16,reset,3,262144,7305505,7310429,27.868289947509766,27.887073516845703
64,3,16,reset,4,262144,7586386,7590840,28.93976593017578,28.956756591796875
64,3,16,reset,5,262144,7589963,7593402,28.953411102294922,28.966529846191406
64,3,16,reset,6,262144,7428263,7432585,28.33657455444336,28.35306167602539
64,3,16,reset,7,262144,7510993,7514921,28.652164459228516,28.66714859008789
256,0,0,arithmetic,1,65536,1816793,1820602,27.722061157226563,27.780181884765625
256,0,0,arithmetic,2,65536,1789550,1793070,27.306365966796875,27.360076904296875
