n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,8,powers-two,current,5,131072,820185,825779,6.2575149536132812,6.3001937866210938
64,8,powers-two,pointers,5,131072,816198,821459,6.2270965576171875,6.2672348022460938
64,8,powers-two,pipeline,5,131072,810370,815705,6.1826324462890625,6.2233352661132812
64,8,powers-two,openblas-leaf,5,131072,880468,886059,6.717437744140625,6.7600936889648438
64,8,powers-two,openblas-aligned,5,131072,911269,916926,6.9524307250976562,6.9955902099609375
64,8,powers-two,openblas,5,131072,1093237,1098680,8.3407363891601562,8.38226318359375
64,8,powers-two,onemkl,5,131072,1777012,1782642,13.557525634765625,13.600479125976562
64,8,powers-two,current,6,131072,791053,796360,6.0352554321289062,6.07574462890625
64,8,powers-two,pointers,6,131072,796733,801867,6.0785903930664062,6.1177597045898438
64,8,powers-two,pipeline,6,131072,791571,796766,6.0392074584960938,6.0788421630859375
64,8,powers-two,openblas-leaf,6,131072,864316,872727,6.594207763671875,6.6583786010742188
64,8,powers-two,openblas-aligned,6,131072,894129,899483,6.8216629028320312,6.8625106811523438
64,8,powers-two,openblas,6,131072,1078081,1083418,8.2251052856445312,8.2658233642578125
64,8,powers-two,onemkl,6,131072,1712971,1718262,13.068931579589844,13.109298706054688
64,8,powers-two,current,7,131072,787012,792211,6.004425048828125,6.0440902709960938
64,8,powers-two,pointers,7,131072,787544,809830,6.00848388671875,6.1785125732421875
64,8,powers-two,pipeline,7,131072,796569,801731,6.0773391723632812,6.1167221069335938
64,8,powers-two,openblas-leaf,7,131072,852867,858136,6.5068588256835938,6.54705810546875
64,8,powers-two,openblas-aligned,7,131072,888459,893669,6.7784042358398438,6.8181533813476562
64,8,powers-two,openblas,7,131072,1074979,1080164,8.2014389038085938,8.240997314453125
64,8,powers-two,onemkl,7,131072,1708827,1714331,13.037315368652344,13.079307556152344
64,8,reset,current,1,131072,1593910,1599028,12.160568237304688,12.199615478515625
64,8,reset,pointers,1,131072,1550222,1555302,11.827255249023438,11.866012573242188
64,8,reset,pipeline,1,131072,1676279,1715352,12.788993835449219,13.08709716796875
64,8,reset,openblas-leaf,1,131072,1603015,1607978,12.230033874511719,12.267898559570312
64,8,reset,openblas-aligned,1,131072,1564874,1570187,11.939041137695312,11.979576110839844
64,8,reset,openblas,1,131072,1792720,1798112,13.6773681640625,13.718505859375
64,8,reset,onemkl,1,131072,2202165,2207646,16.801185607910156,16.843002319335938
64,8,reset,current,2,131072,1624721,1630138,12.395637512207031,12.436965942382812
64,8,reset,pointers,2,131072,1587029,1592418,12.108070373535156,12.149185180664062
64,8,reset,pipeline,2,131072,1723060,1728980,13.145904541015625,13.191070556640625
64,8,reset,openblas-leaf,2,131072,1634226,1639877,12.468154907226562,12.511268615722656
64,8,reset,openblas-aligned,2,131072,1571971,1577680,11.993186950683594,12.0367431640625
64,8,reset,openblas,2,131072,1808302,1813775,13.796249389648438,13.838005065917969
64,8,reset,onemkl,2,131072,2236742,2242017,17.064987182617188,17.105232238769531
64,8,reset,current,3,131072,1598875,1603966,12.198448181152344,12.237289428710938
64,8,reset,pointers,3,131072,1551799,1556910,11.839286804199219,11.878280639648438
64,8,reset,pipeline,3,131072,1685509,1690555,12.859413146972656,12.897911071777344
64,8,reset,openblas-leaf,3,131072,1613138,1618140,12.307266235351562,12.345428466796875
