n,offset,alignment_bytes,mode,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
64,0,24,arithmetic,1,262144,5914688,5918506,22.562744140625,22.577308654785156
64,0,24,arithmetic,2,262144,5858659,5862857,22.349010467529297,22.36502456665039
64,0,24,arithmetic,3,262144,6069784,6073198,23.154388427734375,23.16741180419922
64,0,24,arithmetic,4,262144,5948654,5953577,22.69231414794922,22.71109390258789
64,0,24,arithmetic,5,262144,5833139,5843086,22.251659393310547,22.28960418701172
64,0,24,arithmetic,6,262144,5972263,5975526,22.78237533569336,22.794822692871094
64,0,24,arithmetic,7,262144,5925262,5929638,22.60308074951172,22.619773864746094
64,0,24,reset,1,262144,7159270,7163032,27.310447692871094,27.324798583984375
64,0,24,reset,2,262144,7192451,7196794,27.437023162841797,27.453590393066406
64,0,24,reset,3,262144,7069496,7072946,26.967987060546875,26.98114776611328
64,0,24,reset,4,262144,7155698,7160081,27.29682159423828,27.313541412353516
64,0,24,reset,5,262144,7073641,7077126,26.98379898071289,26.997093200683594
64,0,24,reset,6,262144,7148586,7152667,27.269691467285156,27.285259246826172
64,0,24,reset,7,262144,7032410,7037905,26.826515197753906,26.847476959228516
64,1,0,arithmetic,1,262144,5270692,5274037,20.106094360351563,20.118854522705078
64,1,0,arithmetic,2,262144,5101312,5105121,19.4599609375,19.474491119384766
64,1,0,arithmetic,3,262144,5042192,5046536,19.23443603515625,19.251007080078125
64,1,0,arithmetic,4,262144,5185346,5188710,19.78052520751953,19.793357849121094
64,1,0,arithmetic,5,262144,5039817,5043286,19.22537612915039,19.238609313964844
64,1,0,arithmetic,6,262144,5067987,5087805,19.332836151123047,19.408435821533203
64,1,0,arithmetic,7,262144,5154502,5157951,19.662864685058594,19.676021575927734
64,1,0,reset,1,262144,6035090,6038746,23.02204132080078,23.035987854003906
64,1,0,reset,2,262144,6085409,6089690,23.213993072509766,23.230323791503906
64,1,0,reset,3,262144,6105374,6109052,23.29015350341797,23.304183959960938
64,1,0,reset,4,262144,5961439,5965928,22.741085052490234,22.758209228515625
64,1,0,reset,5,262144,6019855,6023535,22.963924407958984,22.977962493896484
