schema,case,implementation,workload_version,fixture_version,pass,sample,operations,elapsed_ns,ns_per_op,unit,status,comparison_kind,timing_mode,source_commit,dirty,runtime,threads,warmups,target_ns
3,gemm+32x21x48+uniform,jvm-simd/simd(4 lanes)/simd-sparse/packed-8x4,2,1,2,1,1,16961849,1.6961849E7,ns,ok,direct,reset-and-arithmetic,391f991eb2c4d81e8a42e942bafb249a03cf8a25,false,kotlin-2.4.10/jvm/Eclipse Adoptium/25.0.1/JMH 1.37/forks=1,1,0,1000000
3,gemm+129x31x257+uniform+transA=T,jvm-simd/simd(4 lanes)/simd-sparse/packed-8x4,2,1,2,1,1,47272098,4.7272098E7,ns,ok,direct,reset-and-arithmetic,391f991eb2c4d81e8a42e942bafb249a03cf8a25,false,kotlin-2.4.10/jvm/Eclipse Adoptium/25.0.1/JMH 1.37/forks=1,1,0,1000000
3,gemm+65x127x33+uniform+transB=T,jvm-simd/simd(4 lanes)/simd-sparse/packed-8x4,2,1,2,1,1,28643112,2.8643112E7,ns,ok,direct,reset-and-arithmetic,391f991eb2c4d81e8a42e942bafb249a03cf8a25,false,kotlin-2.4.10/jvm/Eclipse Adoptium/25.0.1/JMH 1.37/forks=1,1,0,1000000
