elapsed_s,cpu_percent
1.074,93.54
2.076,87.69
3.077,76.30
4.079,78.89
5.080,74.96
6.082,77.73
7.083,77.65
8.084,66.63
9.086,67.81
10.087,78.77
11.089,61.02
12.090,67.32
13.092,62.71
14.094,56.99
15.095,85.07
16.096,66.62
17.098,85.87
18.100,76.06
19.101,72.10
20.102,80.19
21.104,75.37
22.105,56.52
23.106,49.82
24.107,53.68
25.109,85.41
26.111,71.31
