elapsed_s,cpu_percent
1509.992,12.65
1511.003,12.20
1512.013,12.39
1513.023,13.99
1514.033,12.59
1515.043,12.81
1516.054,15.66
1517.059,11.94
1518.065,12.08
1519.075,13.74
1520.085,13.79
1521.094,15.18
1522.104,12.48
1523.115,14.98
1524.125,12.82
1525.132,13.03
1526.142,14.95
1527.152,12.40
1528.157,12.21
1529.163,12.11
1530.169,15.05
1531.179,12.04
1532.181,12.36
1533.187,14.10
1534.197,12.70
1535.202,12.09
1536.213,13.43
1537.223,14.16
1538.225,12.01
1539.235,12.10
1540.245,15.23
1541.256,12.23
1542.266,13.29
1543.276,14.65
1544.285,12.71
1545.295,12.30
1546.305,12.81
1547.315,13.94
1548.326,12.45
1549.332,12.09
1550.342,14.46
1551.349,12.43
1552.352,12.21
1553.355,14.36
1554.356,14.73
1555.357,14.31
1556.362,13.22
1557.372,14.55
1558.383,12.20
1559.393,12.31
1560.396,14.76
1561.401,12.35
1562.411,12.28
1563.420,13.27
1564.425,13.10
1565.435,12.38
1566.445,12.23
1567.455,14.09
1568.466,12.36
1569.476,12.52
1570.483,14.65
1571.493,12.70
1572.504,12.36
1573.510,12.38
1574.519,14.00
1575.530,12.40
1576.540,12.39
1577.547,14.47
1578.557,12.51
1579.567,12.48
1580.568,14.16
1581.578,12.87
1582.588,12.73
1583.598,13.79
1584.600,13.65
1585.607,13.02
1586.617,19.62
1587.626,18.27
1588.636,13.06
1589.646,13.89
1590.657,12.29
1591.667,14.09
1592.677,12.19
1593.686,12.44
1594.692,14.20
1595.702,12.29
1596.707,12.26
1597.715,13.49
1598.725,12.87
1599.729,12.21
1600.737,12.70
1601.742,14.17
1602.753,12.40
1603.763,12.48
1604.766,14.47
1605.776,12.49
1606.781,12.51
1607.792,13.39
1608.802,13.03
1609.811,12.50
1610.821,12.39
1611.831,14.07
1612.841,12.48
1613.851,13.78
1614.862,16.40
1615.872,13.74
1616.877,12.56
1617.887,12.81
1618.896,14.10
1619.906,12.67
1620.916,12.69
1621.927,14.37
1622.937,12.20
1623.946,12.78
1624.956,13.45
1625.966,14.43
1626.972,12.41
1627.977,12.35
1628.987,15.18
1629.998,12.44
1631.008,12.38
1632.018,15.53
1633.028,12.39
1634.035,11.96
1635.037,13.84
1636.047,14.43
1637.048,12.56
1638.051,11.94
1639.059,15.16
1640.069,12.31
1641.079,12.36
1642.079,13.59
1643.083,13.59
1644.094,13.19
1645.104,11.90
1646.104,14.16
1647.107,12.84
1648.117,12.21
1649.128,14.51
1650.131,12.71
1651.140,13.88
1652.150,13.79
1653.157,13.83
1654.167,12.28
1655.177,12.12
1656.187,15.99
1657.198,12.54
1658.203,12.45
1659.206,14.00
1660.217,15.06
1661.227,12.21
1662.237,12.60
1663.237,15.64
1664.247,12.44
1665.258,12.59
1666.267,15.13
1667.277,12.41
1668.288,13.58
1669.298,13.48
