schema,6
run,id,implementation,workload_version,fixture_version,pass,unit,source_commit,dirty,runtime,threads,warmups,target_ns,harness,warmup_target_ns,forks
case,id,run_id,case,status,comparison_kind,timing_mode,actual_kernel
sample,case_id,fork,sample,operations,elapsed_ns,ns_per_op
sample,62,1,5,2144,201202095,93844.26072761194
sample,62,1,6,2499,200236385,80126.60464185674
sample,62,1,7,1768,200276508,113278.56787330317
sample,62,1,8,2447,200202184,81815.35921536575
sample,62,1,9,2506,200234957,79902.21747805267
sample,62,1,10,2461,200235201,81363.34863876473
sample,62,2,11,2456,200213320,81520.08143322475
sample,62,2,12,2398,200270094,83515.46872393662
sample,62,2,13,1183,200538097,169516.56551141167
sample,62,2,14,1173,201215719,171539.40238704177
sample,62,2,15,1248,200256205,160461.70272435897
sample,62,2,16,1242,200183426,161178.28180354266
sample,62,2,17,1370,200141982,146089.03795620438
sample,62,2,18,1227,200293169,163238.11654441728
sample,62,2,19,2154,200261481,92971.90389972145
sample,62,2,20,2212,200264529,90535.5013562387
case,63,2,gemm-block+64x64x33+uniform+packed=8x4+timing=prepacked-compute,unsupported,unsupported,arithmetic,unavailable
case,64,2,gemm-block+64x64x33+uniform+packed=8x4+timing=pack-plus-compute,unsupported,unsupported,arithmetic,unavailable
case,65,1,gemm-block+64x64x63+uniform+packed=4x4+timing=prepacked-compute,ok,direct,prepacked-compute,portable-tile
sample,65,1,1,1872,200229853,106960.39155982906
sample,65,1,2,1861,200201697,107577.48361096185
sample,65,1,3,1432,200177190,139788.5405027933
sample,65,1,4,864,201195918,232865.64583333334
sample,65,1,5,850,200272524,235614.73411764705
sample,65,1,6,1679,200215514,119246.88147706968
sample,65,1,7,1798,200220902,111357.56507230256
sample,65,1,8,1401,200243968,142929.31334760884
sample,65,1,9,1602,200252492,125001.55555555556
sample,65,1,10,1665,200229689,120258.07147147147
sample,65,2,11,1717,200286152,116648.89458357601
sample,65,2,12,920,200254585,217668.02717391305
sample,65,2,13,921,200401038,217590.7035830619
sample,65,2,14,1401,200248762,142932.7351891506
sample,65,2,15,1403,200286480,142755.86600142551
sample,65,2,16,865,200316385,231579.63583815028
sample,65,2,17,1239,200161848,161551.12832929782
sample,65,2,18,1862,200214399,107526.53007518797
sample,65,2,19,1657,200298927,120880.46288473145
sample,65,2,20,1936,200222117,103420.51497933884
case,66,1,gemm-block+64x64x63+uniform+packed=4x4+timing=pack-plus-compute,ok,direct,pack-plus-compute,portable-tile
sample,66,1,1,1158,200162064,172851.52331606217
sample,66,1,2,1779,205497425,115512.88645306352
sample,66,1,3,1972,200282166,101562.9645030426
sample,66,1,4,1887,200240798,106115.9501854796
sample,66,1,5,1866,200186703,107281.19131832797
sample,66,1,6,1981,200179614,101049.77990913679
sample,66,1,7,2006,200251801,99826.42123629112
sample,66,1,8,1986,200294912,100853.4300100705
sample,66,1,9,1896,200395635,105693.90031645569
sample,66,1,10,1940,200214060,103203.1237113402
sample,66,2,11,1481,200277518,135231.27481431465
sample,66,2,12,781,200156497,256282.32650448143
sample,66,2,13,1011,200210109,198031.7596439169
sample,66,2,14,1431,200210261,139909.33682739342
sample,66,2,15,1229,200358160,163025.3539462978
sample,66,2,16,729,202953839,278400.3278463649
sample,66,2,17,941,200213656,212766.9032943677
sample,66,2,18,889,200475751,225507.031496063
sample,66,2,19,607,200754641,330732.5222405272
sample,66,2,20,838,200102363,238785.63603818615
case,67,2,gemm-block+64x64x63+uniform+packed=8x4+timing=prepacked-compute,unsupported,unsupported,arithmetic,unavailable
case,68,2,gemm-block+64x64x63+uniform+packed=8x4+timing=pack-plus-compute,unsupported,unsupported,arithmetic,unavailable
case,69,1,gemm-block+64x64x64+uniform+packed=4x4+timing=prepacked-compute,ok,direct,prepacked-compute,portable-tile
sample,69,1,1,939,200381880,213399.23322683707
sample,69,1,2,970,204449468,210772.6474226804
sample,69,1,3,841,200186553,238033.95124851368
sample,69,1,4,741,203935991,275217.2618083671
sample,69,1,5,851,200687943,235826.01997649824
sample,69,1,6,1084,201396699,185790.3127306273
sample,69,1,7,1180,200184094,169647.5372881356
sample,69,1,8,758,200132446,264026.97361477575
sample,69,1,9,1019,200332408,196597.06378802747
sample,69,1,10,1110,202600831,182523.27117117116
sample,69,2,11,785,201489292,256674.25732484076
sample,69,2,12,500,204043043,408086.086
sample,69,2,13,976,203419314,208421.42827868852
sample,69,2,14,1140,200299396,175701.2245614035
sample,69,2,15,935,201346237,215343.56898395723
sample,69,2,16,307,202646610,660086.67752443
sample,69,2,17,712,200275601,281285.9564606742
sample,69,2,18,753,200860690,266747.26427622844
sample,69,2,19,746,200275046,268465.2091152815
sample,69,2,20,672,200335006,298117.56845238095
case,70,1,gemm-block+64x64x64+uniform+packed=4x4+timing=pack-plus-compute,ok,direct,pack-plus-compute,portable-tile
sample,70,1,1,1573,200192839,127268.17482517482
sample,70,1,2,1526,200213211,131201.31782437745
sample,70,1,3,723,200219546,276928.8326417704
sample,70,1,4,1459,200223315,137233.2522275531
sample,70,1,5,1156,200377722,173337.12975778547
sample,70,1,6,838,200421430,239166.38424821003
sample,70,1,7,770,200185953,259981.75714285715
sample,70,1,8,1315,200222566,152260.50646387832
sample,70,1,9,1261,200226120,158783.60031720856
sample,70,1,10,898,200303392,223055.0022271715
sample,70,2,11,818,200408204,244997.804400978
sample,70,2,12,1361,200308175,147177.20426157236
sample,70,2,13,1065,200300364,188075.4591549296
sample,70,2,14,787,200217056,254405.40787801778
sample,70,2,15,981,200217455,204095.26503567788
sample,70,2,16,1407,200175426,142271.09168443497
sample,70,2,17,1136,200282432,176304.95774647887
sample,70,2,18,1220,200161952,164067.1737704918
sample,70,2,19,1487,200259740,134673.66509751178
sample,70,2,20,1510,200180653,132569.9688741722
