candidate,logical_id,base_case,candidate_case,base_configuration,candidate_configuration,base_physical_work,candidate_physical_work,base_kernel,candidate_kernel,base_median_ns,candidate_median_ns,candidate_min_ns,candidate_max_ns,base_over_candidate
koblas-bench/reports/f342c3192a41a07cf0454d7d4d5324f8289cc01329bcc9c990b986dcdd2f5922/20260911T155812Z-50f1356ff734/jvm-simd.csv,gemm-add-v1+15x7x31+uniform,gemm-block+15x7x31+uniform+physical=4x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=prepacked-compute,gemm-block+15x7x31+uniform+physical=8x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=prepacked-compute,physical=4x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,physical=8x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,tiles=8;leftDoubles=496;rightDoubles=248;outputDoubles=105;resetDoubles=105;scratchDoubles=16;triangleDoubles=0,tiles=4;leftDoubles=496;rightDoubles=248;outputDoubles=105;resetDoubles=105;scratchDoubles=32;triangleDoubles=0,jvm-c/c-tile-v1/4x4,jvm-simd/vector-tile-v1/8x4,918.8527530161705,1486.646529133601,1277.827677138271,1546.5258695249274,0.6180707619528539
koblas-bench/reports/f342c3192a41a07cf0454d7d4d5324f8289cc01329bcc9c990b986dcdd2f5922/20260911T155812Z-50f1356ff734/jvm-simd.csv,gemm-add-v1+15x7x31+uniform,gemm-block+15x7x31+uniform+physical=4x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=pack-plus-compute,gemm-block+15x7x31+uniform+physical=8x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=pack-plus-compute,physical=4x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,physical=8x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=15x7x31+panel=31+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,tiles=8;leftDoubles=496;rightDoubles=248;outputDoubles=105;resetDoubles=105;scratchDoubles=16;triangleDoubles=0,tiles=4;leftDoubles=496;rightDoubles=248;outputDoubles=105;resetDoubles=105;scratchDoubles=32;triangleDoubles=0,jvm-c/c-tile-v1/4x4,jvm-simd/vector-tile-v1/8x4,1996.0143125012466,3896.8092801488547,2515.9228033130976,4079.193013748046,0.5122176039431421
koblas-bench/reports/f342c3192a41a07cf0454d7d4d5324f8289cc01329bcc9c990b986dcdd2f5922/20260911T155812Z-50f1356ff734/jvm-simd.csv,gemm-add-v1+32x16x65+uniform,gemm-block+32x16x65+uniform+physical=4x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=prepacked-compute,gemm-block+32x16x65+uniform+physical=8x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=prepacked-compute,physical=4x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,physical=8x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,tiles=32;leftDoubles=2080;rightDoubles=1040;outputDoubles=512;resetDoubles=512;scratchDoubles=16;triangleDoubles=0,tiles=16;leftDoubles=2080;rightDoubles=1040;outputDoubles=512;resetDoubles=512;scratchDoubles=32;triangleDoubles=0,jvm-c/c-tile-v1/4x4,jvm-simd/vector-tile-v1/8x4,7160.974679017202,4796.761796352656,4272.783262169086,9172.203794509876,1.4928768579799474
koblas-bench/reports/f342c3192a41a07cf0454d7d4d5324f8289cc01329bcc9c990b986dcdd2f5922/20260911T155812Z-50f1356ff734/jvm-simd.csv,gemm-add-v1+32x16x65+uniform,gemm-block+32x16x65+uniform+physical=4x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=pack-plus-compute,gemm-block+32x16x65+uniform+physical=8x4+work=gemm-add-v1+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1+timing=pack-plus-compute,physical=4x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=4+rightGroup=4+leftStride=4+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,physical=8x4+leftLayout=depth-rows-v1+rightLayout=depth-columns-v1+leftGroup=8+rightGroup=4+leftStride=8+rightStride=4+padding=zero+alignment=8+block=32x16x65+panel=65+diagonal=0+rhs=0+batch=1+variant=current-tile-v1,tiles=32;leftDoubles=2080;rightDoubles=1040;outputDoubles=512;resetDoubles=512;scratchDoubles=16;triangleDoubles=0,tiles=16;leftDoubles=2080;rightDoubles=1040;outputDoubles=512;resetDoubles=512;scratchDoubles=32;triangleDoubles=0,jvm-c/c-tile-v1/4x4,jvm-simd/vector-tile-v1/8x4,14528.191671503193,18825.18442584407,8977.951168109053,19647.101952703364,0.7717423289387928
