schema,case,implementation,workload_version,fixture_version,pass,sample,operations,elapsed_ns,ns_per_op,unit,status,comparison_kind,timing_mode,source_commit,dirty,runtime,threads,warmups,target_ns,logical_id,configuration,physical_work,actual_kernel,harness,warmup_target_ns,fork,forks,elapsed_kind
4,dot+4096+uniform,openblas,5,2,1,1,131072,159490164,1216.8133850097656,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,dot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,dot+4096+uniform,openblas,5,2,1,2,131072,133264853,1016.7301406860352,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,dot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,dot+4096+uniform,openblas,5,2,1,3,131072,100203866,764.49482727050781,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,dot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,dot+4096+uniform,openblas,5,2,1,4,131072,92013399,702.00652313232422,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,dot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,dot+4096+uniform,openblas,5,2,1,5,131072,97435089,743.37073516845703,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,dot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy+4096+uniform,openblas,5,2,1,1,65536,111869424,1706.991943359375,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy+4096+uniform,openblas,5,2,1,2,65536,124227009,1895.5537261962891,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy+4096+uniform,openblas,5,2,1,3,65536,160685870,2451.8717956542969,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy+4096+uniform,openblas,5,2,1,4,65536,169924202,2592.8375549316406,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy+4096+uniform,openblas,5,2,1,5,65536,156512853,2388.1966094970703,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy-arithmetic+4096+uniform,openblas,5,2,1,1,65536,167920167,2562.2584075927734,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-arithmetic-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy-arithmetic+4096+uniform,openblas,5,2,1,2,65536,160801030,2453.6289978027344,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-arithmetic-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy-arithmetic+4096+uniform,openblas,5,2,1,3,65536,174268366,2659.1242370605469,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-arithmetic-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy-arithmetic+4096+uniform,openblas,5,2,1,4,65536,176612965,2694.8999786376953,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-arithmetic-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,axpy-arithmetic+4096+uniform,openblas,5,2,1,5,65536,198225451,3024.6803436279297,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,axpy-arithmetic-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,scal+4096+uniform,openblas,5,2,1,1,65536,96801054,1477.0668640136719,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,scal-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,scal+4096+uniform,openblas,5,2,1,2,65536,92825223,1416.4004974365234,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,scal-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,scal+4096+uniform,openblas,5,2,1,3,65536,95610324,1458.8977661132812,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,scal-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,scal+4096+uniform,openblas,5,2,1,4,65536,93552385,1427.4961090087891,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,scal-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,scal+4096+uniform,openblas,5,2,1,5,65536,92666416,1413.977294921875,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,scal-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,nrm2+4096+uniform,openblas,5,2,1,1,65536,123151968,1879.14990234375,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,nrm2-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,nrm2+4096+uniform,openblas,5,2,1,2,65536,130313734,1988.4297790527344,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,nrm2-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,nrm2+4096+uniform,openblas,5,2,1,3,65536,137660718,2100.5358581542969,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,nrm2-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,nrm2+4096+uniform,openblas,5,2,1,4,65536,131603355,2008.1078338623047,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,nrm2-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,nrm2+4096+uniform,openblas,5,2,1,5,65536,131138779,2001.0189666748047,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,nrm2-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,asum+4096+uniform,openblas,5,2,1,1,262144,106642516,406.80891418457031,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,asum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,asum+4096+uniform,openblas,5,2,1,2,262144,106909277,407.8265266418457,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,asum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,asum+4096+uniform,openblas,5,2,1,3,262144,104636528,399.15667724609375,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,asum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,asum+4096+uniform,openblas,5,2,1,4,262144,105763918,403.45732879638672,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,asum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,asum+4096+uniform,openblas,5,2,1,5,262144,115990241,442.46765518188477,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,asum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,sum+4096+uniform,openblas,5,2,1,1,524288,156729572,298.93793487548828,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,sum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,sum+4096+uniform,openblas,5,2,1,2,524288,152230287,290.35622978210449,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,sum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,sum+4096+uniform,openblas,5,2,1,3,524288,142764277,272.30124855041504,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,sum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,sum+4096+uniform,openblas,5,2,1,4,524288,154677075,295.02310752868652,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,sum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,sum+4096+uniform,openblas,5,2,1,5,524288,149317223,284.80000114440918,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,sum-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,compensated-sum+4096+uniform,openblas,5,2,1,0,0,0,,ns,unsupported,unsupported,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,compensated-sum-v1+4096+uniform,policy-v1,policy,unavailable,vendor-calibrated-v1,50000000,0,1,monotonic-batch
4,iamax+4096+uniform,openblas,5,2,1,1,131072,141706405,1081.1340713500977,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,iamax-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,iamax+4096+uniform,openblas,5,2,1,2,131072,155757632,1188.33642578125,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,iamax-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,iamax+4096+uniform,openblas,5,2,1,3,131072,139750819,1066.2141342163086,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,iamax-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,iamax+4096+uniform,openblas,5,2,1,4,131072,143523839,1094.9999923706055,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,iamax-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,iamax+4096+uniform,openblas,5,2,1,5,131072,130467524,995.38821411132812,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,iamax-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,swap+4096+uniform,openblas,5,2,1,1,16384,102409970,6250.6085205078125,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,swap-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,swap+4096+uniform,openblas,5,2,1,2,16384,94299628,5755.592529296875,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,swap-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,swap+4096+uniform,openblas,5,2,1,3,16384,87564110,5344.4891357421875,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,swap-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,swap+4096+uniform,openblas,5,2,1,4,16384,81049065,4946.8423461914062,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,swap-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,swap+4096+uniform,openblas,5,2,1,5,16384,87333172,5330.393798828125,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,swap-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rot+4096+uniform,openblas,5,2,1,1,32768,135484290,4134.6524047851562,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rot+4096+uniform,openblas,5,2,1,2,32768,140673876,4293.0260009765625,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rot+4096+uniform,openblas,5,2,1,3,32768,141948753,4331.9321594238281,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rot+4096+uniform,openblas,5,2,1,4,32768,135086206,4122.5038452148438,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rot+4096+uniform,openblas,5,2,1,5,32768,131253103,4005.5268249511719,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rot-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotm+4096+uniform,openblas,5,2,1,1,16384,114260515,6973.9083862304688,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotm-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotm+4096+uniform,openblas,5,2,1,2,16384,106862439,6522.3656616210938,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotm-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotm+4096+uniform,openblas,5,2,1,3,16384,108033180,6593.822021484375,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotm-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotm+4096+uniform,openblas,5,2,1,4,16384,114886326,7012.1048583984375,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotm-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotm+4096+uniform,openblas,5,2,1,5,16384,126693706,7732.7701416015625,ns,ok,direct,reset-and-arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotm-v1+4096+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotmg+1+uniform,openblas,5,2,1,1,1000000,58822196,58.822195999999998,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotmg-v1+1+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotmg+1+uniform,openblas,5,2,1,2,1000000,58572247,58.572246999999997,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotmg-v1+1+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotmg+1+uniform,openblas,5,2,1,3,1000000,56918266,56.918266000000003,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotmg-v1+1+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotmg+1+uniform,openblas,5,2,1,4,1000000,56191116,56.191116000000001,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotmg-v1+1+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
4,rotmg+1+uniform,openblas,5,2,1,5,1000000,61957435,61.957434999999997,ns,ok,direct,arithmetic,a038f25ac66821574b30392dc1d3b189cc287e2c,true,OpenBLAS 0.3.32 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Haswell MAX_THREADS=128; compiler=15.2.0,1,3,200000000,rotmg-v1+1+uniform,policy-v1,policy,vendor-cblas-v1,vendor-calibrated-v1,50000000,1,1,monotonic-batch
