elapsed_s,cpu_percent
1.017,16.21
2.018,17.56
3.020,30.71
4.021,39.06
5.022,46.73
6.024,37.20
7.025,21.78
8.026,22.11
9.027,21.80
10.028,22.60
11.029,21.97
12.030,23.01
13.031,22.82
14.032,21.83
15.033,22.01
16.034,17.20
